Article Unique Id,Satire Flag,Full Text,,,,,,,,WPS,pronoun,ppron,ipron,prep,verb,conj,adverb,adj,negemo,Period,Comma,Colon,SemiC,QMark,Exclam,Quote,Absurd,Humor

97,0,"The Duchess of Cambridge has been admitted to hospital in central London to give birth to her second child, who will be fourth in line to the British throne.
The duchess, the former Kate Middleton, was driven to St. Mary..È Hospital in the Paddington district of the capital along with her husband Prince William early on Saturday, Kensington Palace said in a statement.
It..È the same hospital where the duchess, 33, gave birth to the couple..È first baby, Prince George, in July 2013. William..È father, Prince Charles, is the heir apparent to Queen Elizabeth II, who has been monarch since 1952. William and George are next in line.
...Her Royal Highness The Duchess of Cambridge was admitted at 06:00 to St. Mary..È Hospital, Paddington, London and is in the early stages of labour,.. the palace said. She traveled by car from the palace with William, it added.
As with her first child, the duchess will be cared for in the Lindo Wing of St. Mary..È...a private medical facility within a hospital that..È part of Britain..È state-funded National Health Service.
...Discretion is key to our service, and we will ensure that you have the space, security and privacy you need to enjoy these precious early moments as a family,.. the hospital says on the website advertising the private maternity wing. It charges $7,800 (U.S.) for a standard delivery for the first 24 hours of care.
The announcement that the royal birth is imminent is likely to distract from media coverage of the campaign for Britain..È general election on May 7. The wait for the birth of Prince George saw television stations from around the world broadcasting live around the clock from St. Mary..È.
As in her first pregnancy, the duchess suffered from hyperemesis gravidarum, or very acute morning sickness. She continued with official royal engagements until late March.
William, 32, started work at the end of last month as an air-ambulance pilot, having given up his role flying Royal Air Force search-and-rescue helicopters in 2013",,,,,,,,17.95,6.16,3.52,2.64,18.18,11.44,3.23,1.17,5.28,0.29,5.87,7.33,0.29,0,0,0,1.17,1,0

98,0,"Vinyl Caf.© host Stuart McLean has cancelled the rest of his Christmas tour after being diagnosed with melanoma.
In an update posted on both the popular CBC radio program..È Facebook page and website Saturday morning, McLean wrote that he just learned about his melanoma, a type of skin cancer, and will be starting treatment next week.
As a result, shows scheduled for Nov. 23 onwards will be cancelled.
...I know this is a disappointment to those of you who are looking forward to the show,.. McLean wrote. ...It is a disappointment to me too. It feels like I invited everyone to dinner and am calling to say the party..È off. I don..È know what to say except, I am sorry...
He noted that the diagnosis is ...not quite as ominous as it sounds.. and that his doctor said the positive outcome of treatment he will be receiving ...should be in the neighbourhood of 85 per cent...
...We wondered about the option of doing both ... the tour and the therapy ... but there is the possibility of side effects from the treatment and I don..È want to be doing shows if I can..È be my best self,.. McLean wrote. ...Nor do I want to be doing therapy if I can..È bring my best self there...
The Vinyl Caf.©, written and hosted by McLean, is broadcast three times weekly on CBC Radio and certain public radio stations in the U.S. The show, recorded in front of live audiences across Canada, is often humorous and features music and McLean..È stories about a character named Dave, the owner of a second-hand record store, his wife Morley and their children, Sam and Stephanie. McLean also includes anecdotes and observations about the venue and city he is recording in.
The Christmas Tour was scheduled to take McLean across Canada and the U.S., and now-cancelled stops include Toronto, Hamilton, Vancouver and Calgary. McLean..È last show on the tour will be on Thunder Bay on Sunday. Ticket refunds for cancelled shows will be available starting Nov. 24 at the point of purchase.
Although apologetic, McLean was also optimistic about the outcome of the situation.
...I expect we will be able to reconvene next Christmas, as we would have this year had it not been for my extraordinarily bad timing,.. he said.
And by then, he should have some new stories about Dave and Morley to tell.",,,,,,,,19.95,10.28,7.02,3.26,14.04,16.79,7.77,3.51,3.51,1,6.02,5.26,0,0,0,0,3.51,1,0

99,0,"Former Olympic champion Bruce Jenner wants to be called Caitlyn Jenner, according to Vanity Fair.
Jenner ... known more as part of television..È Kardashian family ... poses for celeb photographer Annie Leibovitz on the cover the magazine..È July issue in Jenner..È Malibu home.

In April, Jenner told ABC..È Diane Sawyer that he hoped speaking publicly about the gender issues would do some good in the world and vigorously denied that the interview was some sort of publicity stunt to promote the Kardashian reality TV show.
...If the Kardashian show gave me a foothold to do some good, I..È all for that,.. Jenner said.
Jenner said he self-identifies as ...her,.. not a specific name. But he told Sawyer he felt comfortable using the pronouns ...he.. and ...him,.. a designation that is an important issue for many in the transgender community.
Jenner said he has never been sexually attracted to men, and he wanted to make clear to viewers that gender identity and sexuality were separate things....I am not gay,.. Jenner said. ...I am, as far as I know, heterosexual. I..Èe always been with a woman, raising kids...",,,,,,,,20.67,11.29,8.06,3.23,12.37,17.2,5.38,1.08,6.45,0.54,5.38,5.91,0,0,0,0,6.45,0,0

100,0,"Rapper and hip hop artist Shadrach Kabango, better known as Shad, is set to become the new host of CBC..È cultural affairs radio show Q, CBC reported.
The broadcaster has been searching for a new host since October, when they fired Jian Ghomeshi amid allegations of sexual assault.
""We were looking for someone who is an original thinker, curious and emotionally intelligent,.. Cindy Witten, executive director of CBC Radio Talk, told CBC News.
...Also, a good conversationalist who is witty and fast on their feet. We wanted someone steeped in arts and culture in this country.""
Shad has four albums to his name, including the 2013 Flying Colours and TSOL, which won him a Juno for Rap Recording of the Year.
Shad hosted Q for five days in late January, and said he was honoured to be part of such an important program.
...It brings a lot of the country together, in a country that..È not always together, in conversation,.. he said on Q before his hosting duties began. ...It should be a fun week...
Shad said his dream guests would be Kanye West or Barack Obama.
CBC says the radio show will retain its name until mid-April, when it officially relaunches.",,,,,,,,18.45,10.34,4.93,5.42,12.81,13.3,5.91,1.97,4.43,0.99,5.42,7.88,0,0,0,0,3.94,1,0

101,0,"SHANGHAI ... Share prices in China plunged on Friday in one of the sharpest sell-offs in years, accelerating a downturn this last week in what has been, for much of this year, the world..È best-performing stock market.

China..È two major market indexes fell in tandem. The Shanghai composite fell 7.4 percent on Friday. The Shenzhen composite fell even more, dropping 7.9 percent. Share prices in Hong Kong, which is regulated separately, also fell, by 1.8 percent.

Analysts had been warning for months about the risks of a stock market bubble in China, where giddy investors have driven up stock prices by purchasing shares on margin, or with money borrowed from brokers.

China..È market has been an anomaly. Even though the broader Chinese economy has been relatively weak, share prices of many Chinese-listed companies have skyrocketed in the last year. Many traded at record valuations, often 80, 90 or 100 times their projected earnings.

The high valuations have been a boon for listed companies and their major shareholders. The market boom has also helped encourage a wave of Chinese companies that had listed in the United States to arrange stock buyouts and delist with the intention of eventually relisting in China, where stock valuations are much higher.

In the last few months, some well-known Chinese companies have announced plans to buy back shares and delist from the Nasdaq and the New York Stock Exchange, including Wuxi Pharma Tech, HomeInn Hotels and Qihoo 360, the Internet services provider, whose management offered $9 billion in a buyout.

But China..È roaring stock market showed in the week just past how volatile prices can be: Shenzhen..È main index fell the previous week, then rose early last week, then tumbled again.

Authorities are moving to tighten rules on buying stock with borrowed money, which is believed to be one of the key drivers of a stock market rally that has sent share prices to seven-year highs.

The regulators are also trying to crack down on financing from unregulated sources, what analysts refer to as over-the-counter stock margin financing.

Continue reading the main story

Continue reading the main story
RELATED COVERAGE

Stock prices on Friday at a securities firm in Fuyang, Anhui Province. The benchmark Shanghai index fell 6.4 percent.Chinese Stocks Stagger to End of Rough WeekJUNE 19, 2015
A construction site in Beijing last December behind an image of an imagined new skyline. Construction is decelerating across China.For Chinese Economy, Strengths Are Now WeaknessesMARCH 11, 2015
To Invest, or Not, as China ShiftsJAN. 20, 2015
...This is what triggered the correction,.. said Steven Sun, a Hong Kong-based analyst for HSBC. ...Also, there have been controlling shareholders, significant shareholders and corporate management trying to cash out. They had been selling massively into the rally. And these are people in a better position to know the performance of their company...

Many analysts say that the government props up the stock market as a policy move aimed at helping debt-burdened state-owned companies repair their balance sheets. A strong market also improves the financing of private entrepreneurs, which could help spur innovation.

But the government has been careful to warn about some of the risks, including the use of borrowed money, knowing that a sharp decline could hurt smaller investors.

Analysts at some major banks, including HSBC and Morgan Stanley, have been cautioning investors about the risks of the market, particularly after a big sell-off last month. Although stock prices are still up significantly from a year ago, with the Shanghai composite reaching 5,166.35, up as much as 160 percent in the last two years, there are signs that some of the most sought-after stocks are now in the doldrums.

The Shanghai composite is down about 18 percent from its June high. But in Shenzhen, the so-called ChiNext, a kind of Nasdaq-style board on the Shenzhen Stock Exchange for growth stocks, has dropped about 30 percent in the last several weeks, meaning it is already technically in a bear market.

The FTSE in London fell nearly 0.8 percent on Friday; while the German DAX closed up 0.2 percent and the CAC in France rose 0.4 percent. United States indexes were mixed: The Standard & Poor..È 500-stock index was flat, while the Dow Jones industrial average rose 0.3 percent and Nasdaq fell 0.6 percent.

Chi Lo, a senior economist covering greater China for BNP Paribas Investment Partners, said the Chinese government had promoted the growth of the stock market as a tool for financial reform, like reducing the economy..È reliance on bank lending. But he said the government grew concerned about margin lending, and that, combined with a steady stream of new companies listing their shares on the market, had led to a correction in prices.

...This is not a bad thing,.. Mr. Lo said. ...This is an opportunity for long-term investors to go back in. Many investors weren..È comfortable with those sky-high valuations...",,,,,,,,23.03,3.62,0.84,2.77,14.96,10.37,4.46,3.98,3.98,1.09,4.7,6.63,0.24,0.12,0,0,0.97,0,1

102,0,"Wall Street..È self-regulator plans to take a closer look at electronic trading in bonds this year, as part of an expanded review of fixed-income markets.

The regulator, the Financial Industry Regulatory Authority, known as Finra, announced the initiative on Tuesday in a letter outlining its priorities for 2015. Among the plans, Finra said it would start conducting examinations of firms that offer electronic bond trading, as well as ...books and records, supervision and order execution practices.. in bonds.

Richard G. Ketchum, Finra..È chief executive, said the review was motivated by broad changes in the bond market. Partly in response to new regulations, bond dealers are holding less inventory, pushing more trading to various intermediaries, he said.

...I do think this is very much a year of fixed-income,.. Mr. Ketchum said in an interview. ...Sales practices and best execution in fixed-income are going to be a huge focus...

In its review of bond trading, Finra said it would scrutinize whether firms are able to ensure they are achieving the best price for their customers. The regulator also said it was examining situations where bond intermediaries may have failed to disclose information about how they are charging customers.

When the regulator announced its priorities last year, it said it would seek to increase the visibility of its BrokerCheck website, which lets investors see whether a broker has a clean record.

That proposal has not yet been enacted. Finra is revising it, with plans to resubmit it to the Securities and Exchange Commission for approval.",,,,,,,,19.69,8.59,2.34,6.25,14.06,16.41,5.08,3.12,5.08,0.39,5.47,6.64,0,0,0,0,2.34,1,0

103,0,"Cutting the financial cord with adult children can be hard to do.

Just ask Virginia Illiano, a substitute teacher who lives in Brooklyn. After her daughter graduated from an expensive private college, Ms. Illiano thought her days of paying big bills for her daughter were over.

She was wrong. Her daughter, who is in her 20s, was not able to find a good-paying job and ended up moving in with her mother. That was just the beginning. Ms. Illiano co-signed for a leased car, repaid some of her daughter..È credit card debt and even paid for her nails, vacations and some clothes.

...My teacher benefits are awesome, but she won..È have any of that,.. said Ms. Illiano, 55, who is divorced. And that..È just fine with Ms. Illiano.

...I told my daughter to go for her dream,.. she said, explaining that she wanted her ...to have her financial legs...

Ms. Illiano..È financial leg up for her daughter, however, has a downside. She is dipping into her own retirement funds, which means she is now looking at a couple of difficult choices: working longer or selling her home, which is already being used as collateral for her daughter..È student loan.

More older parents are facing challenges like Ms. Illiano..È. They are helping their adult children by dishing out loans or cash gifts, or paying bills. But this largess sometimes blows a big hole in their finances, even jeopardizing their retirement. As a result, some older adults are going back to work, reducing their own living expenses or even declaring bankruptcy.

While rigorous data is difficult to obtain, several reports suggest that the problems associated with supporting adult children are growing. At the same time, many baby boomers are far short of holding enough in their retirement accounts to support themselves into old age.

...Some adult children aren..È making enough money,.. said Netiva Heard, a certified debt counselor at MNH Credit Solutions in Chicago. ...So parents are taking over certain bills like credit cards, cellphones and rent...

Parents, of course, want the best for their children from the moment they are born and are used to doing everything they can to help them. Continuing that support into adulthood has spread, experts say, largely because the economy of the last decade has fallen short in generating good job opportunities for their millennial children.

...But the last thing you want is for your kids to end up taking care of you financially,.. Ms. Heard said. ...And, anyway, kids can learn from their own money struggles...

Baby boomers face increasing retirement challenges of their own as traditional defined benefit pensions have been widely replaced by riskier 401(k) plans and the like, which require disciplined savings. Many have not done the comprehensive financial planning needed to factor in the greater chance that they will live longer, or accumulated enough in savings and investments to cover future health expenses.

...So they..Èe not looking at the long-term effects of shelling out $5,000 or so per year to adult kids,.. said Jamie Hopkins, associate professor of taxation at the American College of Financial Services in Bryn Mawr, Pa. ...That money could be funding an I.R.A. contribution...

There are clear warning signs, experts said, that parents may be giving their adult children too much money. These include taking loans from 401(k) accounts, failing to make full retirement account contributions or draining savings.

Take Jacquelyn McClellan, 74, who lives in Orange City, Fla. In what admittedly is an extreme case, Ms. McClellan, a retired program analyst for the federal government, began paying for various expenses for her grandchildren after her son said he could not afford them. She paid for dancing school, parochial school, trips to Disneyland, all with the help of money from her pension.

These payments ended up tipping Ms. McClellan into bankruptcy in 2011. Since then, Ms. McClellan has sharply dialed back her own lifestyle. She can..È go on vacation cruises and has only minimal savings.

Still, Ms. McClellan felt a sense of duty to help out her grandchildren. ...I didn..È want them to have a bad life,.. she said, adding that they are now flourishing.

Giving some financial help can be a much-needed balm for family members. The problem is, many parents approaching or already in retirement do not know where they stand financially and how much they can afford to give without undermining their own security.

Giving gifts of money to chronically needy adult children can become expensive very quickly.

To solve a money squeeze, avoid giving away inheritances early, said Eric J. Schaefer, a certified financial planner at Evermay Wealth Management in Arlington, Va. Adult children often only end up coming back for more money, he explained.

Supporting more extravagant expenses like a fancy car or country club memberships should be cut off altogether, Mr. Schaefer recommended.

One-time loans, or gifts, that are used to pay for unexpected emergencies like medical expenses require little thought for parents who can afford them.

But going back to the money trough time and time again is dangerous. ...Look at kids and ask, ...What is the money for?..È. said Robert J. Semrad in Chicago, the senior partner at DebtStoppers, a bankruptcy law firm. ...Is this a solution to the problem or just a Band-Aid? Many times money given as a Band-Aid merely delays the inevitable...

Avoid co-signing loans for cars or homes, Mr. Semrad said, since a parent..È own credit can be jeopardized. ...Banks can go after co-signers,.. he said. ...And having assets makes you more susceptible...

Properly drafted loans by parents to their children can teach the children valuable financial lessons, though. The keys, experts said, are to give the loans set terms and to establish a regular repayment schedule.

Peter Lazaroff, a financial adviser at Plancorp in Missouri, recommends loans that include interest rates. The loan then works just like a bond, he added, and the parent gets back principal and interest. The child should also sign a contract, which can be drafted by a lawyer. A loan that is not paid back can be deducted from an inheritance.

Kathleen Gurney, who runs the Financial Psychology Corporation in Florida, encouraged parents to structure a loan as if a son or daughter were a business partner. The contract should include loan terms, length and consequences for nonpayment.

...Loaning money works well,.. she said, ...if the process is objective and well planned...

Ms. Gurney has seen many cases in which older parents helped their adult children, only to end up in dire financial straits themselves. One couple she counseled had to return to work part time in a restaurant because they had decided to support their divorced son..È wife and children.

...These financial decisions can affect your health and marriage,.. she said. ...And some people even slip into depression because they must continue to work...

Experts also caution against giving a loan to an adult child who clearly cannot repay it. Family loans, they point out, are common, but being paid back is less so.

Instead of cash, parents can offer their children networking help in looking for a job and provide other forms of support. But when gifts or loans are involved, the most important thing is to be honest with yourself ... and your children.

...Tough love,.. said Mr. Hopkins at the American College, ...requires parents to plan what they give their children. So you must have a process in place...",,,,,,,,16.63,9.62,6.58,3.05,12.83,14.6,5.45,3.69,3.69,1.36,7.22,7.3,0.08,0,0.16,0,3.29,0,0

104,0,"Here is something every non-rich American family should know: The odds are that you will run out of money in retirement.

On average, a typical working family in the anteroom of retirement ... headed by somebody 55 to 64 years old ... has only about $104,000 in retirement savings, according to the Federal Reserve..È Survey of Consumer Finances.

That..È not nearly enough. And the situation will only grow worse.

The Center for Retirement Research at Boston College estimates that more than half of all American households will not have enough retirement income to maintain the living standards they were accustomed to before retirement, even if the members of the household work until 65, two years longer than the average retirement age today.


Using a different, more complex model, the Employee Benefit Research Institute calculates that 83 percent of baby boomers and Generation Xers in the bottom fourth of the income distribution will eventually run short of money. Higher up on the income scale, people also face challenges: More than a quarter of those with incomes between the middle of the income distribution and the 75th percentile will probably run short.

The standard prescription is that Americans should put more money aside in investments. The recommendation, however, glosses over a critical driver of unpreparedness: Wall Street is bleeding savers dry.

...Everybody..È big focus is that we have to save more,.. said John C. Bogle, founder and former chief executive of Vanguard, the investment management colossus. ...A greater part of the problem is the failure of investors to earn their fair share of market returns...

His observation suggests a different policy prescription: shoring up Americans..Èretirement requires, first of all, aligning the interests of investment advisers and their clients.

A research paper by Mr. Bogle published in Financial Analysts Journal makes the case. Actively managed mutual funds, in which many workers invest their retirement savings, are enormously costly.

First, there is the expense ratio ... about 1.12 percent of assets for the average large capitalization blend fund. Then there are transaction costs and distribution costs. Active funds also pay a penalty for keeping a share of their assets in low-yielding cash. Altogether, costs add up to 2.27 percent per year, Mr. Bogle estimates.

By contrast, a passive index fund, like Vanguard..È Total Stock Market Index Fund, costs merely 0.06 percent a year in all.

Of course, Mr. Bogle has a horse in the race. He founded the Vanguard Group. He invented the first index fund for the public. His case is powerful, nonetheless.

Assuming an annual market return of 7 percent, he says, a 30-year-old worker who made $30,000 a year and received a 3 percent annual raise could retire at age 70 with $927,000 in the pot by saving 10 percent of her wages every year in a passive index fund. (Such a nest egg, at the standard withdrawal rate of 4 percent, would generate an inflation-adjusted $37,000 a year more or less indefinitely.) If she put it in a typical actively managed fund, she would end up with only $561,000.

We might have seen this building decades ago. As companies gradually did away with the defined-benefit pensions that once provided working families with their main supplement to Social Security, workers found they had to shoulder the responsibility and risk of saving and investing for retirement largely on their own.

In 1979, almost two in five private sector workers had a defined-benefit pension that would pay out a check until they died. Today only 14 percent do. Almost one in three, by contrast, must make do with a retirement savings account alone to supplement their Social Security check.

If there is an industry rived with conflicts of interest, it is the financial conglomerates that advise Americans on investing these savings. Yet nobody was paying attention to the safeguards that might be needed when corporate retirement funds managed by sophisticated professionals were replaced by individual 401(k)s and Individual Retirement Accounts.

...Wall Street makes no money on low-cost index funds,.. said David F. Swensen, who runs the investment portfolio for Yale. ...That is the problem...

It..È not hard to find evidence of Wall Street..È rapaciousness.

Sendhil Mullainathan of Harvard and colleagues from M.I.T. and the University of Hamburg sent ...mystery shoppers.. to visit financial advisers. They found that advisers mostly recommended investment strategies that fit their own financial interests. They reinforced their clients..Èmisguided biases, encouraging them to chase returns and advising against low-cost options like low-fee index funds.

Another study, by Susan Christoffersen of the University of Toronto and colleagues from the University of Virginia and the University of Pennsylvania, found that investment advisers directed more of their clients..Èmoney to funds that shared the upfront fees with them. Returns of these funds were poor, compared with alternatives.

...It is superslimy,.. noted Kent Smetters, an expert on finance at the University of Pennsylvania..È Wharton School.

President Obama has tried to take a crack at one corner of the problem: questionable advice provided by managers of I.R.A.s.

For all their flaws, 401(k) plans have a fiduciary responsibility to act in participants..Èbest interest. Many managers of I.R.A.s, by contrast, are not legally bound to put their clients..Èinterests first. They must offer ...suitable.. products ... a much squishier standard.

...They can..È put your grandma in a heavy tech fund,.. Mr. Smetters said. ...But they could put her in a more expensive bond fund that pays them a huge commission...

It should be no surprise which of these Wall Street prefers. In a 2011 report, the Government Accountability Office of Congress said it found advisers who were paid $6,000 to $9,000 if clients rolled over savings from 401(k) plans to I.R.A.s.

I.R.A.s are a huge source of profit for Wall Street. Workers roll some $300 billion worth of 401(k) balances into I.R.A.s when they leave their jobs every year.

The White House..È Council of Economic Advisers argues that ...conflicted advice.. by advisers who get payments from the funds they recommend reduces the annual returns to investment by 1 percentage point, a more modest penalty than Mr. Bogle..È analysis might suggest. Still, this could cost savers up to $33 billion a year out of $3.3 trillion invested by I.R.A.s subject to potentially conflicted advice.

In 2010, the Labor Department proposed imposing fiduciary responsibility on I.R.A. advisers. The resistance from Wall Street was so fierce that the Obama administration was forced to back down. Last month, the administration tried again. Perhaps it will have better luck this time.

Mr. Swensen, Mr. Bogle and Mr. Smetters applaud the Obama administration..È shot at changing the rules. But they acknowledge that imposing tighter standards on I.R.A.s will not end suspect advice. And most investment assets are held outside tax-preferred retirement accounts and would not be subject to the rule change.

Unlike regulations in Canada and some Western European countries, which have essentially banned kickbacks from funds to investment advisers, the Obama administration..È proposed rule does not directly attack conflicts of interest.

But the new rule could move American retirement saving one step closer to the goal: getting almost everybody to stop trying to beat the market, put their money in low-cost index funds and leave it there. Then Americans might reach retirement better prepared.",,,,,,,,18.38,7.76,4,3.76,14.08,9.52,3.12,2.64,4.16,1.28,8.08,4.96,0.48,0,0,0,1.6,0,0

105,0,"After an extended test period, the federal government is widely promoting its new savings plan called myRA, which is aimed at people who do not have a retirement plan at work.

Billed as a starter account to encourage retirement saving, the myRA, or my Retirement Account, program has been adjusted to make participation easier. Workers can have money automatically deducted from their paychecks, and they can contribute to the accounts directly, using electronic transfers from a checking or savings account.

No minimum deposit is required, no fees are charged, and depositors have no risk of losing money, according to the Treasury Department. Workers may contribute up to $5,500 a year, or $6,500 if they are 50 or older, with a maximum total of $15,000. Participants may withdraw their contributions tax-free and without a penalty, so the money can be used for emergencies if needed. And the accounts are not tied to a specific employer, so they go with workers who change jobs.

Continue reading the main story
RELATED COVERAGE

President Obama announced a plan for ...starter.. retirement savings accounts on Tuesday in his State of the Union address.Obama Orders Creation of ...MyRA..ÈSavings Accounts
Ron Walker and his wife, Sandy, in their in Mineral Wells, Tex., home. Mr. Walker delayed his retirement until age 68 but decided to start taking Social Security at 65. ...I..È rather have the extra money now when I can enjoy it,.. he said.Retiring: Nearing Retirement? It..È Time to Be Creative
Karen Arndt, 60, at her home in Spokane, Wash. After she broke her leg and could not work, she had to raid her 401(k). Now, she plans to work until age 70.Retiring: 6 Strategies to Extend Savings Without Working Longer
Retirement Investors, Riding Out the Panic
The money is held in a special Roth I.R.A. and invested in United States Treasury savings bonds paying the same variable interest rate as the Government Securities Fund, which is available to federal employees through the government retirement plan. Over the last five years, the fund..È interest rate has averaged 2 percent, Treasury officials said. That is hardly spectacular, but higher than the interest rate on a traditional savings account, they said.

Savers can withdraw their myRA contributions at any time without taxes or penalties. But because the accounts are subject to Roth I.R.A. rules, savers may pay taxes and penalties on the interest earned, if they withdraw their money before age 59Î.

Once a saver has contributed the maximum $15,000, or the account has been open for 30 years, it stops earning interest and must be rolled into a private sector Roth I.R.A. to continue growing.

Your Money Adviser
Consumer finance tips from Ann Carrns
New Rules to Eliminate Frustrating Financial Aid Problem
The Costly Conditions of Zero-Interest Credit Cards
Health Insurance Enrollment Deadline Is Extended to Thursday
Automatic Payments Can Be Easy to Start, but Hard to Stop
When Seeking Better C.D. Yields Can Be Costly
See More Î

Treasury Secretary Jacob J. Lew, in a conference call with reporters on Wednesday, said the government was not suggesting that $15,000 was an adequate retirement nest egg. But millions of Americans lack any retirement savings, so they need to begin somewhere, he said. Nearly a third of workers say they have no retirement savings or pension, according to a 2015 report from the Federal Reserve.

...The challenge is to get started in the first place,.. Mr. Lew said. Once people get used to saving small amounts, he said, they may become more comfortable saving larger sums to create a thicker retirement cushion.

Nancy Register, national director of the America Saves campaign, called the program a ...terrific.. tool to get lower- and moderate-income consumers accustomed to saving. ...We believe this is a needed product,.. she said.

President Obama first directed the Treasury to establish the myRA program in his January 2014 State of the Union address. Since 2014, the department has worked with a group of 60 employers in a pilot program to develop the account.

Tom Galea, president of Norton..È Flowers & Gifts, a floral shop based in Ypsilanti, Mich., said his company took part in the pilot and found the myRA plan simple to use. Six of his 21 employees participate, with some contributing as little as $5 from their paycheck every two weeks. ...It..È really a savings training program,.. he said.

Here are questions and answers about myRA:

._¾ Who is eligible for myRA?

Participants must have taxable compensation to contribute, and fall within Roth I.R.A. income guidelines. For 2015, a single person can make a maximum of $131,000.

._¾ How do I sign up for myRA?

Go to www.myra.gov and enter the necessary information, including your Social Security number. The website has letters and forms to give to your employer, if you want money deducted from your paycheck. You may contribute earnings from multiple employers to the account.

._¾ Can I fund a myRA account with an income tax refund?

Yes. You can direct all or part of your federal income tax refund into your myRA account.",,,,,,,,18.72,7.43,5.81,1.51,12.89,12.31,5.23,1.74,4.07,0.81,6.97,7.32,0.35,0,0.46,0,1.63,0,0

106,0,"OTTAWA...Jobs will be harder to find and the economy will slow as the oil price crash bites in coming months, the Bank of Canada said as it sought to cushion the blow by unexpectedly lowering its key interest rate.
In a signal that fallout from sliding oil prices could be much worse than expected, the central bank reduced its overnight interest rate to 0.75 per cent from 1 per cent.
The Bank of Canada uses the key rate to influence the borrowing costs commercial banks charge business and consumers, which allows the central bank to boost economic growth if there is a risk of sharp downturn.
...We decided that it was appropriate to take out some insurance against that downside risk in the form of a lower interest rate profile,.. bank governor Stephen Poloz said after the rate announcement.
It likely means lower mortgage costs for homebuyers and a longer grace period ... probably until at least next year ... before mortgage holders are squeezed when the Bank of Canada begins to drive up borrowing costs to head off a burst of inflation.
The bank has not altered its key interest rate since September 2010 and the surprise decision went off like a bomb in financial markets. The prospect of increased business investment and commercial activity from lower rates prompted a sharp rally on the Toronto Stock Exchange. The S&P/TSX composite index jumped 251.98 points to 14,560.42.
But the Canadian dollar plummeted, closing on exchange markets at 81.07 (U.S.) cents, down 1.53 cents from its close on Tuesday.
...The dollar has tanked. There is a run to the U.S. dollar,.. Rahim Madhavji of Knightsbridge Foreign Exchange wrote in a research note.
The oil price slide is hammering the economy, Poloz said. He predicted growth will stumble to a low 1.5 per cent in the first half of this year. For 2015 as a whole, the bank now predicts growth of 2.1 per cent, well below its previous forecast of 2.4 per cent.
While Poloz..È move may help the economy, in the short run it could increase pressure on Prime Minister Stephen Harper..È government to revise its economic approach. The strategy currently hinges on eliminating the federal budget deficit to open the way for $5 billion a year in new spending and tax breaks for families, particularly a controversial plan to allow spouses to split income for tax purposes. Because only about 15 per cent of families would benefit from this $2-billion annual measure, it has been sharply criticized as a waste of valuable financial resources.
Taking into account the new spending announcements by Harper in the fall, falling oil prices put the federal government in danger of running another budget deficit in 2015 instead of meeting its claim that the books will be balanced this year, economists say.
Thrown off course by the oil shock, Finance Minister Joe Oliver took the rare step last week of announcing the 2015 budget announcement will be put off from the usual February-March time slot until April at the earliest.
...This rate cut shows that the Bank of Canada believes the Canadian economy is facing more trouble than the Conservatives are admitting,.. NDP finance critic Nathan Cullen said. Oliver..È economic plan is ...in the shredder.. and it..È time the Harper government abandoned its obsession with a balanced budget and tax cuts and instead bring out an economic stimulus plan, he said.
...We need to make sure that the government..È priority is focused on creating growth and jobs for the middle class,.. Liberal Leader Justin Trudeau told reporters. ...Right now (the Conservatives..È priority is on continuing to promise a $2-billion tax break for the wealthier Canadians,.. he said in reference to Harper..È income-splitting proposal. ...That..È simply not responsible...
Canadian Labour Congress economist Angella MacEwan said Poloz appears to have felt he had to move to stimulate the economy because Oliver had no plan to do so.
...The bank was listening to what the federal government was saying in response to what the bank saw as a huge impact on the Canadian economy and felt that they (the central bank) had to step in and take some action,.. she told the Star.
The bank noted lower petroleum costs will have a different impact in different sections of the country.
...While the net impact of lower oil prices on the Canadian economy is negative, the effects across regions and sectors are expected to vary significantly,.. the bank said. Business activity in oil-producing regions will suffer, it added.
...In contrast, the manufacturing sector will benefit from stronger demand in the United States, lower shipping costs and the weaker Canadian dollar,.. the bank said in its quarterly forecast. Economists have said the Ontario economy should pick up as a result of the oil price shift.
...Growth in Ontario looks okay,.. TD Bank economist Derek Burleton told CBC-TV. ...This is an insurance move against uncertainty in the economy.. by Poloz, he said.
Poloz acknowledged lower borrowing costs may worsen Canada..È record-level of household debt. But he said the need to stabilize the economy in the long run outweighed the risk of financial stability in the household sector.
Oliver said he doesn..È comment on Bank of Canada decisions but added in a statement: ...As we..Èe always said, Canada is not immune to the economic challenges and decisions made beyond our borders. That is why our government continues our focus on jobs and economic growth. Our plan is working with one of the strongest job and growth records in the G7 group of countries...
Poloz said the Canadian economy had been showing signs of growth before oil prices dived.
...Outside the energy sector, we are beginning to see the anticipated sequence of increased foreign demand, stronger exports, improved business confidence and investment and employment growth,.. he said.
He added, ...The negative impact of lower oil prices will gradually be mitigated by a stronger U.S. economy, a weaker Canadian dollar, and the bank..È monetary policy response...",,,,,,,,24.44,5.29,1.9,3.39,15.07,12.67,3.89,1.6,4.39,2.69,4.69,3.79,0.1,0,0,0,2.99,1,0

